Entry	Cross-reference (RefSeq)
Q719I0	NP_689605.1;
Q9NZD4	NP_057717.1;XP_005255408.1;XP_005255409.1;
Q9GZX7	NP_065712.1;
Q96BJ3	NP_073742.2;
Q9BQI0	NP_001172024.1;NP_001172025.1;NP_113614.1;
P55008	NP_001614.3;NP_004838.1;NP_116573.1;
O95831	NP_001124318.1;NP_001124319.1;NP_004199.1;NP_665811.1;NP_665812.1;
Q9BRQ8	NP_001185625.1;NP_116186.1;
Q96NN9	NP_001018070.1;NP_001139760.1;NP_653305.1;
Q9NVV5	NP_001273516.1;NP_001273517.1;NP_001273518.1;NP_057192.2;XP_005267067.1;
Q8N1P7	NP_001034864.2;
Q9Y4K1	NP_001615.1;
O14862	NP_004824.1;
Q12904	NP_001135887.1;NP_001135888.1;NP_004748.2;
Q13155	NP_006294.2;
Q16352	NP_116116.1;
Q9NZN9	NP_001028226.1;NP_001028227.1;NP_001272328.1;NP_001272329.1;NP_001272330.1;NP_001272332.1;NP_055151.3;
O00170	NP_003968.2;
O43918	NP_000374.1;XP_005261167.1;
Q9UKB5	NP_001035943.1;NP_061324.1;
Q96IF1	NP_001276026.1;NP_116265.1;NP_932352.1;
Q02040	NP_005079.2;
P14550	NP_001189342.1;NP_001189343.1;NP_006057.1;NP_697021.1;
O60218	NP_064695.3;
C9JRZ8	NP_001074007.2;XP_005250421.1;
Q04828	NP_001344.2;
P52895	NP_001128713.1;NP_001345.1;NP_995317.1;
P42330	NP_001240837.1;NP_003730.4;
P17516	NP_001809.3;
P51857	NP_001177835.1;NP_001177836.1;NP_005980.1;
O43572	NP_009133.2;
Q9UKA4	NP_057332.1;
Q02952	NP_005091.2;NP_653080.1;XP_005267290.1;XP_005267291.1;XP_005267292.1;
Q86UN6	NP_001008534.1;NP_001008535.1;NP_848928.1;
O43687	NP_004833.1;NP_619539.1;
Q9P0M2	NP_057461.2;
Q92667	NP_001229831.1;NP_001229832.1;NP_003479.1;XP_005257764.1;XP_005257766.1;XP_006722189.1;XP_006722190.1;
Q9Y2D5	NP_001004065.2;NP_001130034.1;NP_001185585.1;NP_009134.1;NP_671492.1;
O75969	NP_001265238.1;NP_006413.3;XP_005253721.1;XP_005253722.1;XP_006719014.1;
Q5JQC9	NP_003877.2;NP_647450.1;
P24588	NP_004848.3;
Q13023	NP_004265.3;
O43823	NP_005849.1;
Q99996	NP_005742.4;NP_671714.1;
Q5T2L2	
Q96JD6	NP_001035267.1;NP_001257950.1;NP_001257954.1;
Q495B1	NP_874362.3;
A6NHY2	NP_001263642.1;
Q9P2G1	NP_061877.1;XP_005250514.1;
Q9NQ31	NP_001193575.1;NP_001193576.1;NP_001193577.1;NP_065693.2;
Q9NWT8	NP_001120701.1;NP_001120702.1;NP_060370.1;
Q9H9L7	NP_001129747.1;NP_078871.1;
Q53H80	NP_060534.1;
Q7Z591	NP_110394.3;XP_005252300.1;XP_005252301.1;XP_005252302.1;XP_005252303.1;XP_005252304.1;XP_006717357.1;XP_006717358.1;
Q5T1N1	NP_689976.2;
Q12802	NP_001257475.1;NP_006729.4;NP_009131.2;XP_005254905.1;
Q9ULX6	NP_001278407.1;NP_055186.3;
P31749	NP_001014431.1;NP_001014432.1;NP_005154.2;XP_005267458.1;
P31751	NP_001617.1;
Q9Y243	NP_001193658.1;NP_005456.1;NP_859029.1;XP_005273051.1;XP_005273052.1;XP_006711788.1;XP_006725022.1;XP_006725023.1;XP_006725024.1;
Q9H8T0	NP_001012398.1;NP_071921.1;XP_005256151.1;XP_005256152.1;XP_005256153.1;XP_005256154.1;XP_005256155.1;
Q96B36	NP_001092102.1;NP_001092103.1;NP_001265088.1;NP_001265089.1;NP_115751.3;
Q8N8R7	NP_689529.1;
P00352	NP_000680.2;
O94788	NP_001193826.1;NP_003879.2;NP_733797.1;NP_733798.1;
P47895	NP_000684.2;NP_001280744.1;
P30837	NP_000683.3;
O75891	NP_001257293.1;NP_001257294.1;NP_036322.2;XP_006713544.1;
Q3SY69	NP_001029345.2;
Q60I27	NP_001177636.1;NP_667340.2;NP_877576.1;XP_005265082.1;
Q53TS8	NP_001161688.1;NP_001161689.1;NP_001161693.1;NP_689738.3;
Q96Q35	NP_001120863.1;NP_001276922.1;NP_631902.2;
P30838	NP_000682.3;NP_001128639.1;NP_001128640.1;
P51648	NP_000373.1;NP_001026976.1;
P43353	NP_000685.1;NP_001025181.1;NP_001154945.1;NP_001276987.1;NP_001276988.1;
P48448	NP_000686.2;NP_001026786.1;
P30038	NP_001154976.1;NP_003739.2;NP_733844.1;
P20292	NP_001191335.1;NP_001620.2;
P49419	NP_001173.2;NP_001188306.1;NP_001189333.1;
Q9H2A2	NP_001180409.1;NP_072090.1;NP_739577.1;
P49189	NP_000687.3;
P24298	NP_005300.1;
Q8TD30	NP_001135938.1;NP_597700.1;
P02768	NP_000468.1;
P05091	NP_000681.2;NP_001191818.1;
P04075	NP_000025.1;NP_001121089.1;NP_001230106.1;NP_908930.1;NP_908932.1;
P05062	NP_000026.2;
P09972	NP_005156.1;XP_005258006.1;
P15121	NP_001619.1;
P84996	NP_001070958.1;
Q2TAA5	NP_001004127.2;
Q9BV10	NP_077010.1;
Q9NP73	NP_001034299.3;NP_001093392.1;NP_001161857.1;NP_001244159.1;NP_001244160.1;NP_001244163.1;NP_001244166.1;NP_001244170.1;NP_060936.1;
Q96F25	NP_659425.1;
Q6GMV1	NP_001015050.2;NP_001182152.1;
Q9BT22	NP_061982.3;
Q9H553	NP_149078.1;
Q92685	NP_001006942.1;NP_005778.1;
Q9Y673	NP_001135836.1;NP_037470.1;
Q9Y672	NP_037471.2;
Q9BVK2	NP_001007028.1;NP_076984.2;
Q9H6U8	NP_001071158.1;NP_001071159.1;NP_001071160.1;NP_079016.2;
Q13686	NP_006011.2;
Q6NS38	NP_001001655.1;NP_001138846.1;NP_001138847.1;NP_001192108.1;NP_001192109.1;XP_005253892.1;XP_005253893.1;
Q96Q83	NP_631917.1;
Q9NXW9	NP_060091.1;XP_005250521.1;
Q6P6C2	NP_060228.3;
Q3KRA9	NP_001284630.1;NP_116267.3;XP_005259414.1;
Q9BT30	NP_115682.1;
Q96BT7	NP_001287939.1;NP_620130.2;
Q6ZNB7	NP_001004320.1;
Q9UM73	NP_004295.2;
Q8N6M5	NP_060906.3;XP_005263908.1;
Q96L16	
Q8TCU4	NP_055935.4;
Q96QP1	NP_001095876.1;NP_001240813.1;NP_079420.3;
Q86TB3	NP_443179.3;
Q96L96	NP_065829.3;
P55789	NP_005253.3;
Q96Q42	NP_001129217.1;NP_065970.2;XP_006712717.1;
P35858	NP_001139478.1;NP_004961.1;
Q15699	NP_008913.2;XP_005269222.1;
O95076	NP_006483.2;
Q9H161	NP_068745.2;
Q9UHK6	NP_001161067.1;NP_055139.4;NP_976316.1;
Q9NP70	NP_057603.1;
P02760	NP_001624.1;
P19021	NP_000910.2;NP_001170777.1;NP_620121.1;NP_620176.1;NP_620177.1;XP_006714695.1;XP_006714696.1;XP_006714697.1;XP_006714701.1;XP_006714703.1;
Q99217	NP_001133.1;NP_872621.1;NP_872622.1;
Q99218	NP_001134.1;
Q5JTC6	NP_689637.3;
Q8N7J2	NP_689917.2;NP_954589.1;XP_005266336.1;XP_005266337.1;XP_006719833.1;
Q8N944	NP_001098663.1;NP_001098664.1;NP_001098665.1;NP_689911.2;
Q6DCA0	NP_001186069.1;NP_113633.2;
Q9UKV5	NP_001135.3;
Q86WK6	NP_065754.2;
Q86SJ2	NP_001137140.1;NP_862830.1;XP_005268894.1;
Q86WK7	NP_942015.1;
Q16671	NP_001158162.1;NP_001158163.1;NP_065434.1;
Q9Y4X0	NP_001020751.1;NP_001165160.1;NP_056180.1;
Q8IY45	NP_001106873.1;NP_001265340.1;NP_001265341.1;XP_006719118.1;
Q9BXJ7	NP_112205.2;
Q8IY63	NP_001287936.1;NP_570899.1;
Q9Y2J4	NP_001265612.1;NP_001265614.1;NP_057285.3;XP_005247577.1;XP_006713717.1;XP_006713718.1;
Q4VCS5	NP_001106962.1;NP_573572.1;XP_005262144.1;XP_005262145.1;XP_005262146.1;XP_005262147.1;XP_006724686.1;
Q9H4A4	NP_064601.3;XP_005245477.1;XP_005245478.1;
P23109	NP_000027.2;NP_001166097.1;
Q01433	NP_001244289.1;NP_001244290.1;NP_004028.3;NP_631895.1;NP_981949.1;XP_005270809.1;
Q01432	NP_000471.1;NP_001020560.1;NP_001020561.1;NP_001165901.1;NP_001165902.1;
Q07075	NP_001968.3;
P49418	NP_001626.1;NP_647477.1;
P28838	NP_056991.2;
P15144	NP_001141.2;XP_005254949.1;
Q8N6M6	NP_001180258.1;NP_001180260.1;NP_116212.3;XP_006717369.1;
Q6Q4G3	NP_776161.3;
Q9C0C7	NP_001254711.1;NP_001254712.1;NP_001287660.1;NP_060219.2;XP_005253066.1;XP_005253068.1;XP_005253071.1;XP_006718322.1;
P30533	NP_002328.1;
Q6UX39	NP_001273660.1;NP_997722.1;
P04745	NP_001008219.1;NP_001008220.1;NP_001008222.1;NP_004029.2;XP_005270812.1;XP_005270815.1;XP_005270818.1;XP_006710642.1;XP_006710643.1;XP_006710644.1;
P19961	NP_066188.1;
P04746	NP_000690.1;
Q400G9	NP_001271284.1;NP_597720.1;
Q86W34	NP_001028741.1;NP_001028742.1;NP_001028743.1;NP_001028744.1;NP_001028746.1;NP_001275983.1;NP_001275985.1;NP_057711.3;XP_005257490.1;XP_005257492.1;XP_005257493.1;XP_005257494.1;
Q8IZ07	NP_149112.1;
Q86YJ7	NP_689558.4;
Q8N6S4	NP_110443.3;
Q6ZTN6	NP_997237.2;XP_006718594.1;
Q8IVF6	NP_671728.2;
A2A2Z9	
Q5CZ79	
Q9BXX3	NP_443723.2;XP_006717590.1;
Q9BXX2	NP_001138501.1;
P39687	NP_006296.1;
Q92688	NP_006392.1;
O43423	NP_036535.1;
O95626	NP_036536.2;
Q9BTT0	NP_001129950.1;NP_001129951.1;NP_001267488.1;NP_001267489.1;NP_112182.1;
A6NCL7	NP_001157912.1;
Q69YU3	NP_001034977.1;XP_005277448.1;XP_006711342.1;
A5PLL1	NP_001004441.2;XP_006714662.1;
P0C6C1	NP_001139813.1;
A6QL64	NP_001157787.1;
Q8N2N9	NP_079466.3;XP_005264052.1;XP_006712724.1;
Q5JPF3	
P54802	NP_000254.2;
Q9UJX6	NP_037498.1;
Q96K21	NP_001070736.1;NP_001245349.1;NP_001245350.1;NP_116239.3;
P10275	NP_000035.2;NP_001011645.1;
P16860	NP_002512.1;
P23582	NP_077720.1;
Q9P2R3	NP_001244928.1;NP_057460.3;XP_005256736.1;
P01160	NP_006163.1;
Q9UNK9	NP_056120.2;
Q5VTE6	NP_001287682.1;NP_001287684.1;NP_001287686.1;NP_001287687.1;NP_653168.2;
P03950	NP_001091046.1;NP_001136.1;
O95841	NP_004664.1;XP_005245634.1;
Q9UKU9	NP_036230.1;
Q9Y5C1	NP_055310.1;
Q9BY76	NP_001034756.1;NP_647475.1;
Q86XS5	NP_835228.2;
Q8NI99	NP_114123.2;
O43827	NP_066969.1;
Q15389	NP_001137.2;NP_001186788.1;
O15123	NP_001112359.1;NP_001112360.1;NP_001138.1;
Q9Y264	NP_057069.1;XP_005260777.1;
P01019	NP_000020.1;
E9PGG2	NP_001177983.1;
P16157	NP_000028.3;NP_001135917.1;NP_001135918.1;NP_065208.2;NP_065209.2;NP_065210.2;NP_065211.2;NP_065213.2;
Q01484	NP_001120965.1;NP_001139.3;NP_066187.2;
Q12955	NP_001140.2;NP_001191332.1;NP_001191333.1;NP_066267.2;
Q7Z5J8	NP_653309.3;
Q9NU02	NP_071379.3;NP_942093.1;
Q8N957	NP_694960.2;
Q8IWZ3	NP_001183959.1;NP_060217.1;NP_060448.1;NP_065741.3;NP_078944.2;
Q9HCJ1	NP_473368.1;
Q8NFD2	NP_848605.1;
Q8NAG6	NP_001265372.1;NP_001265374.1;NP_689576.5;
Q86XL3	NP_055929.1;
Q15327	NP_055206.2;
Q9GZV1	NP_001123453.1;NP_001278147.1;NP_001278148.1;NP_065082.2;
Q9Y2G4	NP_001229738.1;NP_001229740.1;NP_001229742.1;NP_001229743.1;NP_055757.3;XP_005248738.1;
Q92527	NP_062618.2;
Q96BM1	NP_689539.1;XP_005267367.1;XP_005267368.1;
Q6ZW76	NP_001229858.1;NP_597707.1;
Q68DC2	NP_775822.3;XP_006717061.1;
A6NFN9	NP_001138432.1;
Q9P2S6	NP_001269700.1;NP_001269709.1;NP_001269710.1;NP_057636.2;NP_060314.2;XP_006712630.1;XP_006712633.1;
Q8IV38	NP_064715.1;
Q9H8Y5	NP_001035869.1;NP_060559.2;
Q9NQW6	NP_001271230.1;NP_001271231.1;NP_061155.2;
Q99873	NP_001527.3;NP_938074.2;
P55345	NP_001229793.1;NP_001229794.1;NP_001229795.1;NP_001273605.1;NP_001273606.1;NP_001273607.1;NP_001526.2;NP_996845.1;XP_005261168.1;XP_006724061.1;XP_006724063.1;
O60678	NP_005779.1;
O14744	NP_001034708.1;NP_001269882.1;NP_001269884.1;NP_001269885.1;NP_006100.2;
Q96LA8	NP_060607.2;
Q9NVM4	NP_001171753.1;NP_001276947.1;NP_061896.1;XP_005256045.1;XP_005256046.1;XP_006721259.1;
Q9NR22	NP_001243465.1;NP_062828.3;
Q6P2P2	NP_612373.2;XP_005263396.1;
Q9NW15	NP_001191760.1;NP_001191761.1;NP_001191762.1;NP_001191763.1;NP_060545.3;
Q5XXA6	NP_060513.5;XP_006718668.1;
Q9NQ90	NP_001265525.1;NP_001265526.1;
Q9BYT9	NP_113606.2;
Q32M45	NP_001273544.1;NP_001273545.1;NP_849148.2;
Q75V66	NP_001136121.1;NP_998764.1;
Q4KMQ2	NP_001020527.2;NP_001136150.1;NP_001136151.1;NP_001191732.1;
Q6IWH7	NP_001001666.1;NP_001001891.2;
Q9HCE9	NP_066010.1;
A1A5B4	NP_001012302.2;XP_005252943.1;
P16066	NP_000897.3;
P20594	NP_003986.2;
P17342	NP_000899.1;NP_001191304.1;NP_001191305.1;
Q9NXR5	NP_001273650.1;NP_060134.2;
Q6UB99	NP_001243111.1;NP_001243112.1;NP_037407.4;
Q6UB98	NP_001077094.1;NP_001190985.1;NP_056023.3;XP_005258149.1;XP_005258150.1;XP_005258151.1;
Q6P6B7	NP_001009941.1;NP_001009943.1;NP_061919.1;
O75179	NP_001273700.1;NP_115593.3;NP_942592.1;XP_005265724.1;
Q9H560	
Q5VYY1	NP_653191.2;
Q86SG2	NP_659431.5;
Q8TF21	NP_597732.1;
Q9UPS8	NP_001242982.1;NP_055730.2;
Q96NW4	NP_115515.2;XP_006723475.1;
O15084	NP_001182027.1;NP_001182028.1;NP_056014.2;XP_005265053.1;
Q8N6D5	NP_775776.2;
Q8N7Z5	NP_001157915.1;
Q9BQI6	NP_115666.2;XP_005272170.1;
Q7Z3H0	NP_001123487.1;NP_872414.3;
Q8N283	NP_653299.4;
Q7Z713	NP_859077.1;
Q53RE8	NP_057550.3;
Q6AI12	NP_443087.1;
Q8N9B4	NP_001287901.1;NP_001287902.1;NP_001287904.1;NP_001287905.1;NP_001287906.1;NP_872409.2;
Q8N8A2	NP_001182073.1;NP_710181.2;XP_005247005.1;
Q5TZF3	NP_940895.1;
Q86W74	NP_001257306.1;NP_001257307.1;NP_001257308.1;NP_940683.1;XP_006716572.1;
Q8WVL7	NP_060174.2;
Q9ULJ7	NP_001161354.1;NP_065070.1;
Q8NB46	NP_775866.2;
Q8N9V6	NP_001108588.1;NP_079209.3;
Q6NXT1	NP_620152.1;XP_006724201.1;
Q3KP44	NP_078945.2;
Q9BZ19	
A6NGH8	NP_001258629.1;
A6NC57	NP_001264262.1;XP_003959998.1;
C9JTQ0	NP_001177408.1;
E5RJM6	NP_001138682.1;NP_001230464.1;NP_001230465.1;XP_005244809.1;XP_006710710.1;
B4E2M5	NP_001155907.2;
Q9H9E1	NP_075526.1;
Q92625	NP_056060.2;
Q7Z6G8	NP_001190994.1;NP_001190995.1;NP_001190996.1;NP_001190997.1;NP_001190998.1;NP_001190999.1;NP_001191008.1;NP_001191009.1;NP_001191010.1;NP_064525.1;NP_690001.3;NP_858056.2;
Q8N8V4	NP_665872.2;
P01008	NP_000479.1;
Q9H6X2	NP_060623.2;NP_115584.1;NP_444262.1;
P58335	NP_001139266.1;NP_001273709.1;NP_001273710.1;NP_477520.2;
A6NF34	NP_001265617.1;
Q9UJ72	NP_009124.2;
P50995	NP_001148.1;NP_001265336.1;NP_001265337.1;NP_001265338.1;NP_665875.1;NP_665876.1;
P27216	NP_001003954.1;NP_004297.2;
P04083	NP_000691.1;
P07355	NP_001002857.1;NP_001002858.1;NP_001129487.1;NP_004030.1;
P12429	NP_005130.1;XP_005263030.1;
P09525	NP_001144.1;
P08758	NP_001145.1;
P08133	NP_001146.2;NP_001180473.1;
P20073	NP_001147.1;NP_004025.1;
P13928	NP_001035173.1;NP_001092315.2;NP_001258631.1;NP_001258632.1;
O76027	NP_003559.2;
P28039	NP_001170977.1;NP_001170978.1;NP_001628.1;
P19801	NP_001082.2;NP_001259001.1;XP_005250024.1;XP_006715981.1;
O75106	NP_001149.2;NP_033720.2;
Q16853	NP_001264660.1;NP_001264661.1;NP_003725.1;
P21397	NP_000231.1;NP_001257387.1;
P27338	NP_000889.3;
Q06278	NP_001150.3;
O60641	NP_001229721.1;NP_001229722.1;NP_001229723.1;NP_001243646.1;NP_001243647.1;NP_055656.1;XP_005248827.1;XP_006715678.1;
Q63HQ0	NP_001121898.1;NP_061039.3;
Q10567	NP_001118.3;NP_001159491.1;NP_663782.2;
O43747	NP_001025178.1;NP_001119.3;
O75843	NP_003908.1;XP_005268229.1;XP_005268230.1;
Q9BXS5	NP_001123996.1;NP_115882.1;
Q9Y6Q5	NP_001287816.1;NP_005489.2;XP_005259758.1;
P61966	NP_001274.1;
P56377	NP_003907.3;XP_005274669.1;
Q96PC3	NP_001034658.1;
O95782	NP_055018.2;NP_570603.2;
O94973	NP_001229766.1;NP_036437.1;
P05549	NP_001027451.1;NP_001035890.1;NP_003211.1;
P63010	NP_001025177.1;NP_001273.1;XP_005257994.1;XP_005257995.1;
Q92481	NP_003212.2;
Q92754	NP_003213.1;
Q7Z6R9	NP_758438.2;
Q6VUC0	NP_848643.2;
Q96CW1	NP_001020376.1;NP_004059.2;
P53680	NP_001288005.1;NP_001288007.1;NP_001288010.1;NP_004060.2;NP_067586.1;
O00203	NP_001258698.1;NP_003655.3;
Q13367	NP_001265440.1;NP_001265441.1;NP_004635.2;
O14617	NP_001248755.1;NP_003929.4;
Q9Y2T2	NP_036227.1;NP_996895.1;XP_006717826.1;XP_006717827.1;
P53677	NP_001127768.1;NP_006794.1;XP_006716339.1;
Q92572	NP_001275.1;
P59780	NP_005820.1;
Q96N21	NP_653280.1;XP_006721774.1;XP_006721775.1;
P50583	NP_001152.1;NP_001231319.1;NP_671701.1;NP_671702.1;
Q9Y6B7	NP_001240781.1;NP_001240782.1;NP_006585.2;
Q9UPM8	NP_001239056.1;NP_031373.2;XP_005254321.1;XP_006720510.1;
O00189	NP_004713.2;
Q9Y587	NP_001121598.1;NP_001241655.1;NP_001241656.1;NP_001241657.1;NP_001241658.1;NP_009008.2;XP_005267350.1;
Q2VPB7	NP_612377.4;
Q9H0R1	NP_060699.3;
Q9NUS5	NP_001191375.1;NP_001191376.1;NP_060817.1;
O43299	NP_055670.1;
O14727	NP_001151.1;NP_037361.1;NP_863651.1;NP_863658.1;NP_863659.1;
Q02410	NP_001154.2;XP_005252024.1;XP_005252025.1;XP_006717156.1;
Q99767	NP_001123886.1;NP_005494.2;XP_005254388.1;XP_006725606.1;
O96018	NP_004877.1;
O00213	NP_001155.1;NP_001244248.1;NP_001244249.1;NP_001244250.1;NP_001244252.1;NP_001244254.1;NP_001244255.1;NP_663722.1;
Q92870	NP_001159522.1;NP_001159523.1;NP_001159524.1;NP_001159525.1;NP_001159526.1;NP_775098.2;
O95704	NP_006042.3;NP_573418.2;NP_573419.2;NP_573420.2;
Q92624	NP_001269405.1;NP_006371.2;
Q9UM13	NP_001243635.1;NP_001243636.1;NP_001243637.1;NP_001243638.1;NP_001243639.1;NP_055700.2;XP_006714123.1;
Q9NYG5	NP_001002244.1;NP_001002245.1;NP_001002246.1;NP_001002247.1;NP_001002248.1;NP_001002249.1;NP_001276343.1;NP_001276344.1;NP_001276345.1;NP_001276346.1;NP_001276349.1;NP_057560.8;
Q9BS18	NP_001229303.1;NP_001229304.1;NP_056206.1;
P60006	NP_001265414.1;NP_001265415.1;NP_001265416.1;NP_001265417.1;NP_001265418.1;NP_001265419.1;NP_001265420.1;NP_001265421.1;NP_001265422.1;NP_001265423.1;NP_054761.1;XP_005273942.1;XP_005273943.1;XP_005273944.1;XP_005273945.1;XP_006718555.1;
Q96DE5	NP_001229475.1;NP_001229476.1;NP_775744.1;
Q9H1A4	NP_073153.1;
O95996	NP_005874.1;XP_006722671.1;XP_006722672.1;XP_006722673.1;
Q9UJX5	NP_001273685.1;NP_037499.2;
Q9UJX4	NP_001131031.1;NP_057321.2;
Q9UJX3	NP_001131136.1;NP_057322.2;
Q8J025	NP_694545.1;
Q8NCL9	NP_699191.1;
P25054	NP_000029.2;NP_001120982.1;
Q9ULZ1	NP_059109.3;
P27695	NP_001231178.1;NP_001632.2;NP_542379.1;NP_542380.1;XP_005267638.1;
Q9UBZ4	NP_055296.2;
Q96BI3	NP_001071096.1;NP_001230700.1;NP_001230701.1;NP_057106.2;
Q8WW43	NP_001139118.1;NP_112591.2;
Q9BZZ5	NP_001136402.1;NP_001136403.1;NP_001230676.1;NP_006586.1;
P35414	NP_005152.1;
Q96LR9	NP_001123887.1;NP_110444.3;
Q8IW19	NP_775816.1;
P51693	NP_001019978.1;NP_005157.1;
Q06481	NP_001135748.1;NP_001135749.1;NP_001135750.1;NP_001230228.1;NP_001633.1;
Q9HDC9	NP_065392.1;XP_005260820.1;
P02647	NP_000030.1;XP_005271596.1;XP_005271597.1;
P02652	NP_001634.1;
P06727	
Q6Q788	NP_001160070.1;NP_443200.2;XP_006718824.1;
P08519	
Q0VD83	NP_061160.3;
P04114	NP_000375.2;
P02654	NP_001636.1;XP_005258912.1;
P02655	NP_000474.2;
P02656	NP_000031.1;
P55056	NP_001637.1;
P05090	NP_001638.1;
P02649	NP_000032.1;
Q13790	NP_001629.1;
P02749	NP_000033.2;
O14791	NP_001130012.1;NP_001130013.1;NP_003652.2;XP_005261853.1;
Q9BQE5	NP_112092.1;NP_663612.1;XP_006724281.1;
O95236	NP_663615.1;NP_663616.1;NP_663617.1;XP_006724385.1;XP_006724386.1;XP_006724387.1;XP_006724388.1;
Q9BPW4	NP_085146.2;NP_663693.1;
Q9BWW9	NP_085145.1;
Q9BWW8	NP_085144.1;
O95445	NP_001243098.1;NP_061974.2;
Q9BUR5	NP_077027.1;XP_006724579.1;XP_006724580.1;
Q96IL0	NP_115750.2;
Q8IVJ8	NP_848029.2;NP_848032.1;XP_006713188.1;
F7VJQ1	NP_001258490.1;
Q53RT3	NP_690005.2;
Q13794	NP_066950.1;
Q7Z2E3	NP_001182177.1;NP_001182178.1;NP_001182179.1;NP_001182180.1;NP_001182181.1;NP_001182183.1;NP_778239.1;NP_778243.1;XP_006716854.1;XP_006716855.1;
P07741	NP_000476.1;NP_001025189.1;
A6NM10	NP_001095937.1;
Q8IXF9	NP_945349.1;
Q96PS8	NP_536354.2;
Q8NBQ7	NP_766627.1;
P29972	NP_001171989.1;NP_001171990.1;NP_001171991.1;NP_932766.1;
P41181	NP_000477.1;
Q92482	NP_004916.1;
P55087	NP_001641.1;NP_004019.1;
P55064	NP_001642.1;
Q13520	NP_001643.2;
A6NL99	
O14520	NP_001161.1;XP_005251510.1;
O94778	NP_001160.2;
O43315	NP_066190.2;
O60306	NP_055506.1;
Q5H913	NP_001155963.1;XP_006724711.1;
Q3SXY8	NP_001167621.1;NP_001167622.1;NP_659433.2;NP_878899.1;
Q6NSI1	
Q9Y2Y0	NP_036238.1;
Q15041	NP_055976.1;
Q66PJ3	NP_001002251.2;NP_001002252.2;NP_001265307.1;NP_001265308.1;NP_001265309.1;NP_057722.3;NP_061164.3;
Q8N6S5	NP_689735.1;
P10398	NP_001243125.1;NP_001243126.1;NP_001645.1;
Q6UW56	NP_001164266.1;NP_057169.2;NP_542159.3;
Q96P48	NP_001035207.1;NP_001128662.1;NP_056057.2;
Q8WZ64	NP_056045.2;XP_005262695.1;
Q8WWN8	NP_071926.4;
Q96IT6	
P25098	NP_001610.2;
P35626	NP_005151.2;
Q92747	NP_006400.2;
O15143	NP_005711.1;XP_006715888.1;XP_006715889.1;
Q8IWT0	NP_848642.1;
Q7LC44	NP_056008.1;
P15514	NP_001648.1;
O15033	NP_001034568.1;
P84077	NP_001019397.1;NP_001019398.1;NP_001019399.1;NP_001649.1;
P61204	NP_001650.1;XP_005268913.1;
P18085	NP_001651.1;
P84085	NP_001653.1;
P62330	NP_001654.1;
Q8N6T3	NP_001268411.1;NP_001268412.1;NP_001268413.1;NP_060679.1;NP_783202.1;
Q8N6H7	NP_001229761.1;NP_115765.2;
Q9NP61	NP_001135765.1;NP_055385.3;
P53367	NP_001020764.1;NP_001020766.1;NP_001274360.1;NP_001274361.1;NP_001274362.1;NP_055262.1;
P53365	NP_001229784.1;NP_001229785.1;NP_036534.1;XP_005252897.1;
Q13795	NP_001128230.1;NP_001254476.1;NP_001254477.1;NP_001254478.1;NP_003215.1;
Q8N1W1	NP_001073948.2;NP_001171164.1;NP_001231293.1;
A8MVX0	NP_001138923.2;
A5YM69	NP_001003702.2;
Q8N4T4	NP_116207.2;
Q9HCE6	NP_001011722.2;NP_060595.3;
A6NJG6	NP_001012677.1;XP_005247562.1;
P05089	NP_000036.2;NP_001231367.1;
P78540	NP_001163.1;
Q9NWB6	NP_060481.3;
A1IGU5	NP_001001669.2;XP_005268504.1;XP_006714847.1;
Q9NXL2	NP_001229658.1;NP_060170.1;
Q8TER5	NP_001265458.1;NP_060541.3;XP_005267901.1;
Q92888	NP_004697.2;NP_945328.1;NP_945353.1;
Q92974	NP_001155855.1;NP_001155856.1;NP_004714.2;
Q9NR81	NP_001122087.1;NP_001122088.1;NP_001276627.1;NP_062455.1;XP_005265243.1;XP_005265244.1;
Q9NR80	NP_056135.2;NP_127462.1;XP_005263743.1;XP_005275988.2;
Q12774	NP_005426.2;XP_006716190.1;
Q15052	NP_004831.1;XP_005262558.1;
Q14155	NP_001106983.1;NP_001106984.1;NP_001106985.1;NP_003890.1;NP_663788.1;XP_005254147.1;XP_005254152.1;
Q7Z628	NP_001040625.1;NP_005854.2;
O43307	NP_001166950.1;NP_001166951.1;NP_056000.1;
O15013	NP_055444.2;XP_005266097.1;XP_005266099.1;XP_006716301.1;XP_006725167.1;XP_006725169.1;XP_006725174.1;
O15085	NP_055599.1;NP_937879.1;
Q9NZN5	NP_001185594.1;NP_001288013.1;NP_056128.1;
O94989	NP_079290.1;NP_776089.2;
Q5VV41	NP_055263.2;XP_006710641.1;
Q96PE2	NP_055601.2;
Q6ZSZ5	NP_001124427.1;NP_056133.2;XP_006722771.1;XP_006722772.1;
Q8IW93	NP_694945.2;
Q86VW2	NP_001104740.1;NP_891992.2;
Q96DR7	NP_001238891.1;NP_001238892.1;NP_056410.3;
Q8NDY3	NP_612439.2;NP_954631.1;
Q9NX46	NP_060295.1;
Q5SW96	NP_056442.2;
O14497	NP_006006.3;NP_624361.1;
Q8NFD5	NP_059989.2;NP_065783.3;
Q9Y4X5	NP_005735.2;
Q8N7S6	NP_001116512.1;
O95376	NP_006312.1;XP_005264855.1;XP_006712987.1;
Q99856	NP_005215.1;XP_005259569.1;XP_005259570.1;XP_005259571.1;
Q8IVW6	NP_006456.1;XP_005254186.1;
