Index,PMID,Gut Microbiota,Gut Microbiota NCBI ID,Rank,Strain,Gene,Gene ID,Alteration,high/low-throughput,Associative mode,human/mouse,Sample,Experimental method,Measurement?technique,Description,Condition,DOID
9,28122397,Clostridium butyricum,1492,species,CGMCC0313-1,Mmp9,17395,inhibition,low-throughput,causally,mouse,"Serum,blood and bronchoalveolar lavage fluid",cell culture,ELISA,C. butyricum suppresses the expression of MMP-9 in asthmatic mice.,healthy,
9,28122397,Clostridium butyricum,1492,species,CGMCC0313-1,Ighe,380792,inhibition,low-throughput,causally,mouse,"Serum,blood and bronchoalveolar lavage fluid",cell culture,ELISA,"A recent study suggests that for an OVA-sensitized/ challenged mouse, oral L. rhamnosus GG (LGG) can not only reduce lung resistance and pulmonary inflam mation, but also suppress the expression of T helper 2 (Th2) cytokines, MMP-9 and OVA-specific IgE.16 Sim ilarly, oral administration of C. butyricum to asthmatic mice is effective in reducing allergic airway inflamma tion and remodelling in our study.",healthy,
9,28122397,Clostridium butyricum,1492,species,CGMCC0313-1,Ighg1,16017,inhibition,low-throughput,causally,mouse,"Serum,blood and bronchoalveolar lavage fluid",cell culture,ELISA,"Compared with the NC group, IgE (Fig. 4A) and IgG1(Fig. 4B) were signifificantly elevated in the PC group (P < 0.001). However, they decreased dramatically in the Pre and Tre groups, especially the level of IgG1 in the Tre group.",healthy,
9,28122397,Clostridium butyricum,1492,species,CGMCC0313-1,Tnf,21926,inhibition,low-throughput,causally,mouse,"Serum,blood and bronchoalveolar lavage fluid",cell culture,ELISA,"Both INF-¦Ã(Fig. S2E, Supplementary Information) and IL-10 (Fig. S2F,I, Supplementary Information) in the PC group were decreased compared with the counterparts of the NC group. They increased in the groups that received C. butyricum orally except for BALF IL-10 in the Tre group.",healthy,
10,36034698,Aerococcaceae,186827,family,,Tnf,21926,activation,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",healthy,
10,36034698,Lactobacillaceae,33958,family,,Tnf,21926,inhibition,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",healthy,
10,36034698,Malthininae,433503,subfamily,,Tnf,21926,inhibition,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",healthy,
10,36034698,Muribaculaceae,2005473,family,,Tnf,21926,inhibition,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",healthy,
10,36034698,Lachnospiraceae,186803,family,,Il4,16189,inhibition,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",healthy,
10,36034698,Malthininae,433503,subfamily,,Il4,16189,inhibition,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",healthy,
10,36034698,Aerococcaceae,186827,family,,Il6,16193,activation,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",,
10,36034698,Staphylococcaceae,90964,family,,Il6,16193,activation,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",,
10,36034698,Lactobacillaceae,33958,family,,Il6,16193,inhibition,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",,
10,36034698,Lachnospiraceae,186803,family,,Il6,16193,inhibition,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",,
10,36034698,Malthininae,433503,subfamily,,Il6,16193,inhibition,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",,
10,36034698,Aerococcaceae,186827,family,,Il1,111343,activation,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",,
10,36034698,Lactobacillaceae,33958,family,,Il1,111343,inhibition,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",,
10,36034698,Malthininae,433503,subfamily,,Il1,111343,inhibition,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",,
10,36034698,Staphylococcaceae,90964,family,,Tnf,21926,activation,low-throughput,correlatively,mouse,fecal,fecal microbiota transplantation,qRT-PCR,"To explore the in-depth linkage between gut microbiota-metabolite axis and PD pathogenesis, the correlation analysis between the pivotal gut flora and serum metabolites and the levels of IL-4, IL-6, IL-1b,TNF-¨» was performed.",,
11,26725514,Faecalibacterium prausnitzii,853,species,"A2-165, M21/2, S3L/3, L2-6, HTF-F",Il10,16153,activation,low-throughput,causally,mouse,fecal,cell culture,,"The largest amounts of IL-10 were induced by the Fp strains, Eubacterium hallii (Eh) L2-7 and Megamonas rupellenesis (Mr) Mag1B. In addition, these strains induced the largest amounts of TNF-¦Á and IL-6. The Fp strains, Eh L2-7 and Eubacterium rectale (Er) A1-86 also induced relatively large amounts of IL-1¦Â. Lactobacillus plantarum (Lp) WCFS1, Mr Mag1B and Eh L2-7 were among the most potent inducers of IL-12p70, whereas the Fp strains were among the poorer inducers (Fig. 1). Surprisingly, Ruminococcus bromii (Rb) L2-63, Ch 82-B and Clostridium xylanovorans (Cx) Lac1D induced small or undetectable amounts of some cytokines (Fig. 1) despite having effectively induced hDCs maturation (Supplementary Fig. S1). The five Fp strains had very different cytokines profiles. The highest IL-10 producer was strain A2-165, strains L2-6 and M21/2 induced high amounts of IL-10 but also IL-12p70 while strains S3L/3 and HTF-F induced intermediate to low amounts of both cytokines.",,
11,26725514,Faecalibacterium prausnitzii,853,species,"A2-165, M21/2, S3L/3, L2-6, HTF-F",Il6,16193,activation,low-throughput,causally,mouse,fecal,cell culture,,"The largest amounts of IL-10 were induced by the Fp strains, Eubacterium hallii (Eh) L2-7 and Megamonas rupellenesis (Mr) Mag1B. In addition, these strains induced the largest amounts of TNF-¦Á and IL-6. The Fp strains, Eh L2-7 and Eubacterium rectale (Er) A1-86 also induced relatively large amounts of IL-1¦Â. Lactobacillus plantarum (Lp) WCFS1, Mr Mag1B and Eh L2-7 were among the most potent inducers of IL-12p70, whereas the Fp strains were among the poorer inducers (Fig. 1). Surprisingly, Ruminococcus bromii (Rb) L2-63, Ch 82-B and Clostridium xylanovorans (Cx) Lac1D induced small or undetectable amounts of some cytokines (Fig. 1) despite having effectively induced hDCs maturation (Supplementary Fig. S1). The five Fp strains had very different cytokines profiles. The highest IL-10 producer was strain A2-165, strains L2-6 and M21/2 induced high amounts of IL-10 but also IL-12p70 while strains S3L/3 and HTF-F induced intermediate to low amounts of both cytokines.",,
11,26725514,Faecalibacterium prausnitzii,853,species,"A2-165, M21/2, S3L/3, L2-6, HTF-F",Il1b,16176,activation,low-throughput,causally,mouse,fecal,cell culture,,"The largest amounts of IL-10 were induced by the Fp strains, Eubacterium hallii (Eh) L2-7 and Megamonas rupellenesis (Mr) Mag1B. In addition, these strains induced the largest amounts of TNF-¦Á and IL-6. The Fp strains, Eh L2-7 and Eubacterium rectale (Er) A1-86 also induced relatively large amounts of IL-1¦Â. Lactobacillus plantarum (Lp) WCFS1, Mr Mag1B and Eh L2-7 were among the most potent inducers of IL-12p70, whereas the Fp strains were among the poorer inducers (Fig. 1). Surprisingly, Ruminococcus bromii (Rb) L2-63, Ch 82-B and Clostridium xylanovorans (Cx) Lac1D induced small or undetectable amounts of some cytokines (Fig. 1) despite having effectively induced hDCs maturation (Supplementary Fig. S1). The five Fp strains had very different cytokines profiles. The highest IL-10 producer was strain A2-165, strains L2-6 and M21/2 induced high amounts of IL-10 but also IL-12p70 while strains S3L/3 and HTF-F induced intermediate to low amounts of both cytokines.",,
11,26725514,Anaerobutyricum hallii,39488,species,L2-7,Il10,16153,activation,low-throughput,causally,mouse,fecal,cell culture,,"The largest amounts of IL-10 were induced by the Fp strains, Eubacterium hallii (Eh) L2-7 and Megamonas rupellenesis (Mr) Mag1B. In addition, these strains induced the largest amounts of TNF-¦Á and IL-6. The Fp strains, Eh L2-7 and Eubacterium rectale (Er) A1-86 also induced relatively large amounts of IL-1¦Â. Lactobacillus plantarum (Lp) WCFS1, Mr Mag1B and Eh L2-7 were among the most potent inducers of IL-12p70, whereas the Fp strains were among the poorer inducers (Fig. 1). Surprisingly, Ruminococcus bromii (Rb) L2-63, Ch 82-B and Clostridium xylanovorans (Cx) Lac1D induced small or undetectable amounts of some cytokines (Fig. 1) despite having effectively induced hDCs maturation (Supplementary Fig. S1). The five Fp strains had very different cytokines profiles. The highest IL-10 producer was strain A2-165, strains L2-6 and M21/2 induced high amounts of IL-10 but also IL-12p70 while strains S3L/3 and HTF-F induced intermediate to low amounts of both cytokines.",,
11,26725514,Anaerobutyricum hallii,39488,species,L2-7,Il6,16193,activation,low-throughput,causally,mouse,fecal,cell culture,,"The largest amounts of IL-10 were induced by the Fp strains, Eubacterium hallii (Eh) L2-7 and Megamonas rupellenesis (Mr) Mag1B. In addition, these strains induced the largest amounts of TNF-¦Á and IL-6. The Fp strains, Eh L2-7 and Eubacterium rectale (Er) A1-86 also induced relatively large amounts of IL-1¦Â. Lactobacillus plantarum (Lp) WCFS1, Mr Mag1B and Eh L2-7 were among the most potent inducers of IL-12p70, whereas the Fp strains were among the poorer inducers (Fig. 1). Surprisingly, Ruminococcus bromii (Rb) L2-63, Ch 82-B and Clostridium xylanovorans (Cx) Lac1D induced small or undetectable amounts of some cytokines (Fig. 1) despite having effectively induced hDCs maturation (Supplementary Fig. S1). The five Fp strains had very different cytokines profiles. The highest IL-10 producer was strain A2-165, strains L2-6 and M21/2 induced high amounts of IL-10 but also IL-12p70 while strains S3L/3 and HTF-F induced intermediate to low amounts of both cytokines.",,
11,26725514,Anaerobutyricum hallii,39488,species,L2-7,Il1b,16176,activation,low-throughput,causally,mouse,fecal,cell culture,,"The largest amounts of IL-10 were induced by the Fp strains, Eubacterium hallii (Eh) L2-7 and Megamonas rupellenesis (Mr) Mag1B. In addition, these strains induced the largest amounts of TNF-¦Á and IL-6. The Fp strains, Eh L2-7 and Eubacterium rectale (Er) A1-86 also induced relatively large amounts of IL-1¦Â. Lactobacillus plantarum (Lp) WCFS1, Mr Mag1B and Eh L2-7 were among the most potent inducers of IL-12p70, whereas the Fp strains were among the poorer inducers (Fig. 1). Surprisingly, Ruminococcus bromii (Rb) L2-63, Ch 82-B and Clostridium xylanovorans (Cx) Lac1D induced small or undetectable amounts of some cytokines (Fig. 1) despite having effectively induced hDCs maturation (Supplementary Fig. S1). The five Fp strains had very different cytokines profiles. The highest IL-10 producer was strain A2-165, strains L2-6 and M21/2 induced high amounts of IL-10 but also IL-12p70 while strains S3L/3 and HTF-F induced intermediate to low amounts of both cytokines.",,
